ASSET,BKPREM,CHBAL,DEP,DEPDOM,EINTEXP,ELNATR,EQ,FREPO,INTAN,INTINC,LIAB,LNAG,LNATRES,LNAUTO,LNCI,LNCON,LNDEP,LNLSGR,LNLSNET,LNMUNI,LNRE,LNREAG,LNRECONS,LNREMULT,LNRENRES,LNRERES,NETINC,NIMY,NONII,NONIX,NUMEMP,ORE,ROA,ROE,SC,SCMUNI,SCUS,TRADE
1981854,40701,245345,1699815,1699815,6026,80,231933,1196,14082,23115,1749921,0,21600,516,94505,11687,0,1333789,1312189,2767,1221869,0,107445,106371,308820,699233,4574,3.8424708375879275,3891,15429,262,0,0.9542702891314842,7.98,320210,28197,271809,136
958967,10847,23825,855854,855854,5428,440,79106,0,8198,11906,879861,94636,9684,11912,130446,33251,0,798877,789193,4971,529195,75805,46033,62020,235267,110070,478,2.924809636791739,1214,6775,153,1680,0.20164022511570323,2.43,95509,36623,57032,0
1389931,13155,215811,1271401,1271401,8188,-1,105541,0,5297,18866,1284390,188,18054,22207,66380,86877,3500,894035,875981,19513,716856,32781,224643,11398,202031,246003,5116,3.3449040763864826,1976,7535,290,1157,1.5050356622259877,19.8,244869,85131,154149,0
1229084,30709,201168,1042460,1042460,8305,300,125795,0,3504,24803,1103289,122,8010,99,103187,2089,0,965289,957279,0,859587,3436,175932,14895,639825,25499,9999,5.952099632187806,4271,10486,215,4731,3.272202477959512,31.91,7352,2380,4972,0
1039195,16813,45229,913875,913875,2345,100,105420,3256,553,11892,933775,0,7279,1676,99065,18209,0,593923,586644,0,464563,0,22485,28467,199253,214358,3041,3.9188944424005743,1737,7921,191,1160,1.1650816486230984,11.62,339570,34854,304716,0
287535,4807,14810,254761,254761,1200,65,20638,861,0,4101,266897,124,3078,18104,20303,28397,0,252091,249013,0,203172,3893,23279,2989,27797,145214,562,4.348534842804063,624,2898,77,155,0.7955114469779944,10.95,13400,4496,8193,0
2553805,18436,116527,2328599,1896778,571,2425,180617,0,2389,31133,2373188,0,25151,36390,192621,216380,0,1571563,1546412,14727,1119744,500,74437,147216,702726,192149,5776,5.140606832808752,12503,33331,532,0,0.905203588530431,12.72,745814,0,745814,0
1683240,26170,80141,1426758,1426758,8866,330,140429,0,0,20957,1542811,14,13365,527,94099,5109,0,1171669,1158304,1329,1073054,557,224910,67268,558156,222163,5210,2.961615771932806,2044,8096,219,0,1.1932292826710929,14.74,361916,56659,304839,401
1194303,16754,65223,1047458,1047458,5738,62,127938,0,1824,15773,1066365,168286,12244,13587,48735,27291,0,855823,843579,548,610842,269374,3447,9483,248090,80448,4027,3.5038147848937924,772,5291,146,124,1.347612042002862,12.49,241218,97176,139372,0
616250,11402,44982,552110,552110,3092,150,52649,0,22,8473,563601,362,4982,7990,161939,17919,0,476597,471615,0,296377,19355,57677,10492,120206,88647,2421,3.83526397285879,1906,3873,93,0,1.611468651326874,18.66,63199,21991,39603,0
3062692,37658,255083,2817973,2817973,9568,975,218566,1,6707,31369,2844126,543,21925,655,329255,54283,0,1680689,1658764,0,1236864,7098,76775,77499,758312,317180,6649,3.057931109935997,4232,16539,293,0,0.8698930050574224,12.1,955511,204085,738151,0
127161,3849,3746,103871,103871,488,1,16426,7841,0,1452,110735,15,613,1696,3753,7324,0,61274,60661,4339,45509,726,9402,0,13722,21659,251,3.468280880382087,190,844,38,325,0.8032578345640886,6.13,44546,28647,14899,0
841954,28569,53297,722144,722144,5072,49,85143,0,1,12303,756811,5637,6429,20450,34749,35288,0,625385,618956,0,549527,17315,171433,7715,187321,165743,2452,3.7145293525386816,1354,6096,172,1117,1.179767137927986,11.61,129561,128176,1385,0
454406,5718,34531,364311,364311,1630,0,51812,2075,1300,5567,402594,3458,3014,3774,34839,12851,0,299409,296395,1551,245768,44809,11627,7466,107405,74461,998,3.6939734844575383,1141,4080,112,232,0.888612866856098,7.63,108739,45319,59234,0
81622,757,577,65416,65416,469,30,9162,3238,0,1420,72460,5907,1118,1889,10316,3616,0,70092,68974,1292,48741,14936,629,0,10482,22694,484,4.967938253385746,72,536,15,0,2.386646613575285,21.49,5479,4249,1210,0
725572,5581,40585,639395,639395,3003,850,62946,0,28,10769,662626,125394,9803,3585,109265,5447,0,477113,467310,0,234744,103123,5296,26022,52133,48170,3525,4.511598150570086,548,3335,117,0,1.9681192596521593,22.74,202329,108013,85375,0
360457,1178,8797,305588,305588,1747,0,28435,8983,0,4251,332022,0,5048,29,8982,758,0,275434,270386,0,265827,7821,17571,30574,117850,92011,863,2.967963125665799,1220,2569,60,0,0.9695512595459511,12.08,57968,21086,36882,0
88730,3122,6998,78028,78028,162,0,8751,6172,0,1104,79979,1210,797,3420,2648,15448,0,59554,58757,0,40247,8481,1770,1211,6329,22456,207,4.81552008383708,194,873,25,51,0.94759068202496,9.54,9880,0,9880,0
483533,8156,55303,421995,421995,1349,52,48869,5410,0,5535,434664,0,4974,1366,23665,2353,0,257883,252909,0,232249,0,38014,11321,145470,37444,1476,3.6571608296757723,402,2613,76,0,1.2308064346326915,12.16,153144,93070,52108,0
580184,10013,27199,521499,521499,2741,0,34184,0,745,6543,546000,577,4677,2572,30075,34916,0,353903,349226,5649,282612,44806,18792,26726,83925,108363,1137,2.818940357946852,988,3653,108,0,0.7942967120866531,13.13,180268,52513,114082,0
52052,688,3236,45617,45617,172,45,6055,4491,0,869,45997,2431,1071,707,5702,14173,0,37393,36322,0,15085,1710,344,500,2616,9915,266,5.800418179359416,85,442,14,35,2.0580668871738332,17.97,5451,4103,1348,0
4282284,13825,642733,3679381,3679381,33806,842,494101,0,415,58242,3788183,0,33992,0,102700,26979,680089,3222126,3188134,0,2306779,0,1731,38393,176137,2090518,7729,2.421919581387316,6502,19745,244,0,0.7214603294247232,6.31,301723,26600,70083,0
144412,863,5667,126858,126858,354,0,12363,0,0,1084,132049,0,547,645,4939,979,0,69002,68455,0,63111,0,5121,206,15460,42324,101,2.076097505483528,75,676,14,0,0.2771460813670711,3.25,68602,0,68602,0
1100857,24658,70448,1049989,1049989,5778,0,44521,0,0,15062,1056336,47915,10883,9465,58830,18846,0,714395,703512,7390,576320,44883,94776,9999,243162,183500,2949,3.5676835275643803,975,6390,197,1289,1.0631820924660174,26.39,268523,1043,267480,0
451922,12100,49509,401999,401999,2431,74,47778,527,0,7077,404144,3894,4471,2808,72268,7132,0,377741,373270,124,293163,19922,76259,1645,87110,108227,1029,4.34768876967941,439,3686,73,442,0.9154407226554898,8.72,11744,0,8900,0
145274,3191,7940,126002,126002,1191,255,14460,149,0,2200,130814,14,1049,293,47862,12568,0,129194,128145,650,67951,580,15685,1757,24670,25259,-1211,3.2486296352938338,213,2178,47,0,-3.6788802351323953,-32.11,3964,0,3047,0
96713,771,2358,81869,81869,403,0,13130,12150,0,1265,83583,10312,1409,2904,10342,4470,0,66189,64780,415,39633,1186,4980,649,7318,25500,247,3.8177067186323574,40,588,19,0,1.032700438479589,7.59,15051,5850,8973,0
62827,204,15797,50962,50962,331,-200,11350,36,0,884,51477,0,672,199,2899,566,0,43688,43016,0,40223,0,7693,3053,14622,14855,220,3.720898936886018,22,554,10,0,1.4115684450290333,7.83,1517,1517,0,0
121300,2944,36166,90929,90929,336,-16,24547,0,9627,1506,96753,91,632,115,19458,1170,0,56420,55788,0,35694,26,4923,1053,15768,13924,172,4.486325335276129,210,1239,27,0,0.5765258452011346,2.81,15450,0,15450,0
223195,816,20355,190830,190830,863,-24,27518,0,0,2173,195677,0,1371,21,31671,1115,0,140197,138826,0,107378,2416,207,0,93321,11434,548,2.5571328879497552,228,803,24,0,1.0013041621272232,8.01,54145,30033,23393,0
227272,5757,3192,207736,207736,1058,60,13257,2053,578,2310,214015,223,1528,7748,8702,12923,0,138475,136947,2234,114064,6738,9953,7574,21171,68628,25,2.3582540067479596,285,1452,43,0,0.04391473515023231,0.73,73454,18540,54914,0
147991,497,19386,110797,110797,186,28,34853,0,0,1704,113138,0,1363,2747,4913,6416,0,65348,63985,0,54091,796,5071,625,13890,33709,622,4.451955612418844,304,1044,29,0,1.6959608456627913,7.15,55760,29197,26328,0
101353,877,17611,84981,84981,600,0,14305,125,0,1430,87048,75,746,31,19545,1656,0,76726,75980,0,55449,2221,1274,8981,25790,17183,51,3.5494544851954606,22,801,18,0,0.20023262319459373,1.43,4456,1718,2738,0
311471,11781,7154,277049,277049,1614,66,27741,0,998,4027,283730,6121,3128,2406,34303,4554,0,236189,233061,0,191153,1518,46948,1900,73432,67355,139,3.383022498571714,336,2605,60,0,0.1780884003914101,1.99,48703,17353,31346,0
503766,13023,100734,409579,409579,4045,1287,55541,0,4285,9238,448225,0,4233,97127,37158,97623,0,326577,322344,0,188622,8300,8939,0,140272,31111,1094,4.710508502250145,145,2692,52,0,0.9163678245163993,7.96,44585,9153,19943,0
1875869,37584,24134,1692418,1692418,8279,-1559,155656,34885,0,22340,1720213,360,14555,3447,171602,6296,0,1505787,1491232,4440,1320858,2811,151637,151669,540419,474322,5810,3.2398010981937264,2397,12207,285,0,1.2471982983578467,14.97,221060,56027,165033,0
961584,4605,105972,856089,856089,2219,-32,97694,0,1133,11118,863890,0,9751,0,7960,245,0,705348,695597,0,695471,0,1333,21136,671641,1361,5681,3.994019517914798,1128,4144,88,0,2.436517743937254,23.37,127802,0,125210,0
97753,350,7757,62978,62978,511,0,8639,7328,0,940,89114,0,1005,0,3568,157,0,56875,55870,0,53126,358,3181,6666,34432,8489,33,1.9912621190231676,21,409,8,0,0.1470596427119135,1.54,25433,0,25432,0
119855,162,9725,113776,113776,522,0,5499,0,0,1125,114356,1354,378,231,2649,1628,0,40645,40267,93,34915,7406,3421,0,4802,19286,212,2.0828925609129496,79,470,13,0,0.7182910095038032,15.71,68606,29327,34675,0
370187,4216,159952,278519,278519,2528,18,41049,275,1923,5560,329138,0,2318,181,38140,2109,0,202919,200601,0,158584,0,26477,10697,75409,46001,1659,3.462086329497672,47,1402,17,0,1.8387492293518242,16.37,0,0,0,0
1084820,17112,74163,923949,923949,5021,0,102242,0,0,13641,982578,0,11342,829,77080,3082,0,822927,811585,9883,731632,5281,163187,43007,430984,89173,3574,3.3900304788123092,1022,4648,104,1485,1.3359218220343934,14.23,150198,958,147835,0
16476335,75976,962221,11943928,11943928,45231,0,2072130,0,779675,157689,14404205,351624,82817,502,691386,6709,0,8770713,8687896,0,7535536,499636,58806,835462,5634919,506713,49986,3.08140727682365,14240,57691,1057,647,1.2302967402341995,9.67,5305179,490433,4788483,1315
140213,1275,16256,120367,120367,208,0,19375,0,8106,1120,120838,0,899,7,3341,7,0,68166,67267,0,64816,0,0,46880,2811,15125,210,2.8450655893684393,59,761,16,0,0.6018485347854123,4.33,46333,4759,41574,0
141147,528,2380,109109,109109,705,0,17032,500,0,1584,124115,23470,907,1125,7048,3824,0,69285,68378,1201,33591,26332,2768,880,2561,1050,383,2.5633454720426934,39,536,11,0,1.0690559928543515,8.84,65787,47372,18343,0
84219,820,13220,69990,69990,331,20,7700,1388,0,1146,76519,13355,1272,1057,5981,2798,0,42856,41584,0,20715,2726,0,0,17156,833,289,4.179835499112105,79,585,14,0,1.4117445914672497,15.14,25258,11724,13534,0
66274,0,64442,500,500,7,0,65566,0,0,911,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686,5.927868852459016,0,0,0,0,4.167520978091658,4.21,0,0,0,0
520259,6695,64293,472442,472442,3210,62,44320,0,0,7641,475939,9727,5421,1687,23753,6701,0,396080,390659,662,357270,17224,64600,7396,151692,116358,1091,3.7478788135100416,530,3449,77,0,0.8685553699072632,10,44409,7610,31885,0
348170,6598,18405,308952,308952,2146,72,20852,0,0,4780,327318,10469,4077,4585,20598,8890,0,233536,229459,0,193407,116629,7083,755,24603,44337,1033,3.3576167804355723,440,1969,62,36,1.2254291374544763,19.66,81460,15414,49986,0
48869,72,12379,42406,42406,77,0,5730,3100,0,617,43139,1791,345,284,5092,4834,0,22772,22427,0,11028,839,118,0,2985,7086,197,5.021329024909046,84,427,11,249,1.5932549511206366,14.05,8963,3762,5201,0
5885686,51,2833809,4656103,4656103,35795,-7589,1166345,0,0,76571,4719341,0,5502,0,1312338,0,0,2914759,2909257,0,0,0,0,0,0,0,30676,2.898421696153519,126101,127683,66,0,1.819503162822134,10.66,22378,0,169,6792
780102,4881,52224,703792,703792,3807,300,73596,0,0,12017,706506,0,6723,7229,36763,8678,0,601923,595200,0,556478,379,47474,2209,267235,239181,3587,4.289028823605853,498,4668,84,0,1.8356558362801743,19.4,123232,82606,28151,0
2699359,459046,434907,1820252,1820252,17112,0,358304,0,76407,28851,2341055,0,0,0,171859,541978,0,725779,725779,0,0,0,0,0,0,0,21975,2.275299845716102,187717,169411,657,0,3.248260803931615,24.98,896970,20108,848871,0
213933,3858,7517,189607,189607,897,0,16473,7706,33,2221,197460,0,2249,318,15409,7580,350,135310,133061,0,110554,713,13563,6602,60376,29300,134,2.7171445355688895,148,1311,36,0,0.25364316287345523,3.25,56007,23328,32679,0
528123,8541,23780,460532,460532,1923,38,43091,0,0,5563,485032,0,3647,2331,112246,43047,0,335862,332215,0,180569,0,4998,25536,99407,50628,543,2.9154402194589615,957,3895,120,0,0.40387699602538174,4.97,137243,1191,136052,0
185057,3697,8022,170585,170585,826,22,13962,0,1714,2374,171095,115,1925,2647,13425,3578,0,148497,146572,0,131308,1724,13408,12621,31489,72066,292,3.598410004881564,138,1236,31,0,0.6319645277444872,8.36,22675,0,19698,0
1134497,23688,19115,967963,967963,5288,496,112860,59800,268,15424,1021637,2756,12216,9280,74208,30616,0,852072,839856,6662,736907,38122,114244,19766,340031,224744,3349,3.9394354551134247,2816,9107,246,0,1.2104591404529284,12.04,155639,82588,60290,0
337215,7257,33554,300980,300980,1475,0,29729,6731,0,3774,307486,5573,2434,5711,38171,10474,0,190901,188467,739,135939,16209,13282,6986,64796,34666,818,2.909914784683393,478,1959,52,0,0.9692201510111348,11.04,96337,13448,82889,0
9811273,97241,82237,7998031,7998031,30907,4305,1252233,0,320661,115417,8559040,145159,124394,70020,529700,73842,0,6802041,6677647,20080,6022838,265942,348981,982290,3195536,1230089,29180,3.783201428448401,15832,56279,1178,2493,1.1838518229715533,9.32,2204305,236857,1295323,0
219814,1529,8283,195014,195014,1232,169,21188,2000,0,3247,198626,395,1548,824,13288,1677,0,181266,179718,7874,153235,451,36403,4531,67395,44455,322,3.9455842254955233,45,1546,31,0,0.5993833982898028,6.01,21608,9138,12470,0
2100034,43463,21637,1780019,1780019,4771,0,148535,0,7319,20860,1951499,2527,14106,23,87298,13465,0,1240989,1226883,0,1125913,2180,13841,219784,554836,335272,1715,3.2969895681909875,3246,17620,275,0,0.32413892329649285,4.63,706684,173839,254528,0
548832,15295,57799,485143,485143,5008,75,61714,0,0,8903,487118,1923,5736,834,68408,2199,0,424526,418790,0,333225,0,54619,26636,206818,45152,1793,3.009592835700957,100,2104,41,0,1.3291745662854464,11.8,51886,1207,15067,0
329382,5089,28389,297945,297945,1346,0,27473,0,1948,3648,301909,25966,4844,5212,25894,5597,0,203979,199135,22,146464,43585,1282,1764,15512,84321,568,3.053151629695945,341,1889,51,39,0.7005675151900119,8.23,85404,28233,35891,0
96319,2016,9513,82357,82357,376,52,11482,25,0,1430,84837,5644,679,1335,11326,4282,0,65524,64845,0,44272,15911,2584,74,13706,11997,328,4.711641083811557,170,718,21,0,1.3515880128977757,11.57,16665,8411,6097,0
572624,7368,24549,525072,525072,2431,68,44278,1925,0,7051,528346,354,6364,1630,15846,4742,0,407058,400694,0,386098,8176,66590,24776,118263,168293,1290,3.4551937282998693,563,3415,95,0,0.9098739842165077,11.63,117972,36907,70986,0
509941,21163,9641,464752,464752,2279,9,39978,9535,0,7426,469963,4462,5580,2284,66793,8243,0,387363,381783,852,306896,24508,33280,3962,132640,112506,1393,4.495034567531956,939,4744,101,65,1.1057255828029111,13.98,65654,10296,46870,0
195855,3423,36203,169001,169001,434,0,25991,0,0,2790,169864,0,1424,57,2110,1110,0,94048,92624,4505,86322,391,14068,8474,27996,35393,992,5.046088933033838,141,1245,28,0,1.9863239990789223,15.5,54391,8177,41512,0
595378,13102,32994,522870,522870,3269,60,54143,341,0,8266,541235,173,8448,229,53840,646,0,472393,463945,0,417719,18596,36449,17668,234605,110401,1415,3.568871470275772,269,3381,58,0,0.9535779389912291,10.49,65263,31362,33774,0
154230,534,1172,122122,122122,486,2,20093,11086,0,1687,134137,36,838,3048,4910,4349,0,86322,85484,0,77027,365,9265,6425,3966,57006,356,3.331229933916276,156,918,22,0,0.9303571486905419,7.09,48725,17613,31112,0
459577,11579,14376,410422,410422,1704,0,46251,17850,603,5572,413326,1834,2855,8435,31450,17551,0,342039,339184,4417,286787,10368,41311,14988,96689,123431,1394,3.711980806717649,654,3128,93,950,1.2443609316192872,12.14,68394,19075,46367,0
258947,5930,4165,209126,209126,1277,75,23856,20977,0,3289,235091,0,2521,13,18773,14,0,192889,190368,0,175647,0,8886,4507,146034,16220,935,3.30849631555688,74,1076,18,0,1.4705072856951882,15.83,34066,0,34066,0
366071,5151,28234,298707,298707,2123,119,29163,0,0,5694,336908,1764,4000,8611,28771,17945,0,313980,309980,0,265424,22511,40892,15400,62272,124349,1292,4.075134943911262,539,2683,76,427,1.427782075367444,17.68,17693,9190,6502,0
610864,11561,101068,530053,530053,2387,383,77100,0,768,9922,533764,149,5693,605,50712,6915,0,466914,461221,0,409695,3304,68177,16104,222401,99709,2688,5.158688727734542,784,4387,114,0,1.7451613243554047,14.08,24252,475,23777,0
2901492,62171,242034,2548890,2548890,14408,1500,325666,5536,55,44137,2575826,48173,29967,4200,277577,15403,0,2336447,2306480,1830,2003686,119788,370676,109244,1088341,315637,12588,4.356276415988571,1813,13149,302,1869,1.758391577376982,15.66,235724,0,214645,0
300807,5050,97700,266199,266199,1052,-3,32735,0,0,3927,268072,0,2966,7755,7381,12816,0,182242,179276,1745,160985,3998,33312,2836,31925,88914,1163,4.12564194091722,422,1774,45,828,1.5817749064943896,14.46,11010,75,10383,0
803136,18219,143254,673102,673102,4897,0,63744,0,0,9233,739392,6587,7808,230,54295,4117,0,525897,518089,0,459087,37079,43634,16641,192775,168958,80,2.315342615707058,1099,5339,121,823,0.03978352787892878,0.5,98683,1603,97080,0
1151412,2465,170950,687608,687608,8604,-83,124815,38252,1,13345,1026597,6741,12459,0,97105,1436,0,751916,739457,0,480660,2736,89284,69008,285192,34440,982,1.7009452336714324,3556,8006,132,0,0.3389227984254931,3.15,160706,0,148706,0
461697,12436,35070,403881,403881,3198,300,37052,1857,0,6899,424645,6843,4094,1082,31818,3379,0,381965,377871,0,339925,2733,35355,7598,192968,101271,545,3.5402970654562758,305,2966,54,277,0.4898628721019723,6,21450,0,21450,0
66814,1409,11146,58717,58717,58,0,7973,0,0,746,58841,0,617,238,5586,398,0,24121,23504,0,18137,2666,161,87,10053,5170,213,4.563393360527974,199,672,21,0,1.2739424931592878,10.72,29974,0,29974,0
192585,1915,45976,174241,174241,70,45,16633,0,0,1790,175952,0,1802,22,13486,39,0,92534,90732,1785,77224,0,3836,0,72300,1088,768,3.8077316877438636,1118,1774,34,0,1.6381029573304042,18.62,50871,0,50871,0
3005346,39381,92188,2550264,2550264,13663,1000,288451,1316,55322,33255,2716895,18105,18657,3649,204929,66860,2378,1890120,1871463,19747,1582189,71579,239367,66124,848843,356276,5816,2.804723522610775,10009,20556,451,562,0.7692106762368325,8.17,833389,243875,423517,0
73692,406,11423,68228,68228,243,0,5146,0,0,831,68546,8012,479,2451,7017,4284,0,39468,38989,0,20021,5474,40,0,4371,10136,190,3.3448525961005164,121,498,16,83,1.0244589576130105,14.39,21383,3911,15547,0
364031,3517,9900,311997,311997,303,180,51512,27100,0,4288,312519,105,1882,7874,26803,25859,0,144239,142357,12061,78486,135,10864,572,22969,43946,2232,4.653158689058655,817,2233,85,0,2.429751391364694,17.26,165122,24230,140892,0
139018,1881,3195,116965,116965,591,60,18062,6818,0,2004,120956,0,1776,454,13875,3448,0,116482,114706,0,99159,158,2926,4935,47278,43862,290,4.303809998819727,158,1183,34,27,0.8339893810145194,6.47,9348,524,8824,0
519479,2763,75844,425612,425612,3899,0,63811,0,94,7298,455668,0,7787,379,33445,1946,0,425119,417332,0,389722,0,32856,43539,278971,34356,916,2.714563525498449,50,2181,38,0,0.7130485550257857,5.78,17802,0,17800,0
990734,13560,18360,817801,817801,5669,475,85841,0,0,14134,904893,23962,9862,1446,160793,5619,0,859998,850136,0,669544,34524,48433,78721,375156,132710,3047,3.6893714829889577,1069,5241,90,0,1.2536573148096242,14.37,73522,12798,59835,3222
1707598,42126,199066,1458351,1458351,14410,5490,189671,0,3221,24793,1517927,3349,16463,1305,144416,3335,0,1407053,1390590,0,1255935,50616,427418,343815,248094,185992,3654,2.6065083632693944,9705,10502,155,19457,0.8609419173452171,7.78,9321,8409,99,0
2144230,18671,22072,1636192,1636192,13262,500,224850,10922,18037,26686,1919380,4069,17049,2770,111721,6231,0,1822519,1805470,15456,1681046,36082,138710,312585,885831,307838,4099,2.6319265691702958,1588,9448,219,0,0.7606079668071352,7.31,215466,83779,131387,0
242859,1182,25059,194820,194820,1059,0,24245,0,0,3565,218614,18925,2699,909,20838,2936,0,154158,151459,2256,108868,12164,13924,2444,61536,18800,1159,4.440526448686315,268,1615,36,0,1.986272611202989,19.33,61170,21251,38722,0
1935302,46670,112227,1604950,1604950,9218,115,199238,14517,2504,25766,1736064,148,14086,3065,160762,19298,0,1486125,1472039,4550,1301241,11741,183407,116559,651765,337769,8254,3.693273913909535,1968,8403,255,1236,1.7091791503542886,16.79,198697,18842,179855,22842
53610,2042,2893,40076,40076,241,0,9073,178,1189,760,44537,29,582,652,3415,2897,0,32589,32007,0,25451,437,2587,686,9742,11999,105,4.514172021266186,41,430,20,200,0.8014425966740133,4.65,13969,5073,8506,0
114761,227,10216,104636,104636,385,0,9734,2069,0,1206,105027,7163,556,2631,6334,4774,0,38311,37755,24,20016,10660,694,0,3320,5342,381,3.1073326047565653,52,450,13,0,1.3203950788424883,15.58,60158,15928,44230,0
642026,6701,104735,464750,464750,4453,-335,93003,0,2365,9036,549023,0,5831,0,43418,0,0,460411,454580,0,417419,0,2242,44101,368271,2805,984,2.968639173988943,392,3969,89,0,0.6152759127921428,4.25,63751,0,63037,0
2208983,35011,362557,1930586,1930586,17420,400,205935,0,7262,29733,2003048,1394,20344,12013,102541,17659,0,1670026,1649682,252,1405007,36956,232197,52183,797222,286449,3263,2.384565684128322,5124,12994,310,0,0.6005272327275379,6.39,98936,29742,54833,0
276826,7235,32371,267624,267624,781,30,8607,0,0,2975,268219,3374,2310,1245,14948,5420,0,92759,90449,500,68499,448,9188,0,38327,20536,779,3.5367772849914667,320,1705,35,0,1.1733385548656272,34.82,138514,62374,76140,0
677197,6128,53735,559381,559381,3173,135,116399,5000,2809,9154,560798,1523,5101,23178,61466,31958,0,452295,447194,2521,355113,18470,18089,13450,82916,222188,3735,3.889493133558665,1139,3250,117,645,2.2322645905908702,12.99,136678,129676,416,0
1205671,10267,87744,1066869,1066869,6560,277,104507,0,0,16580,1101164,334,11975,2095,147221,8237,0,990786,978811,6229,828596,11993,150004,22180,248335,396084,4935,3.4355939707383056,525,5355,94,0,1.6502871073200767,18.89,121343,11589,108986,0
964329,110,207495,801016,801016,9848,266,86219,0,2821,16001,878110,0,8944,0,357419,0,0,652047,643103,0,294639,0,0,62573,207570,24496,688,2.6707960626050573,627,5569,45,0,0.28782606603892974,3.2,86127,0,84321,0
51455,440,14355,44708,44708,399,15,6639,446,98,898,44816,2671,374,620,3135,2763,0,27022,26648,0,18448,1627,3132,2876,4833,5980,223,4.320626880533368,23,284,8,0,1.8524479518197394,13.69,8753,0,2694,0
220753,2541,14284,172292,172292,804,21,26164,0,0,2845,194589,4017,3134,274,18151,399,0,178138,175004,0,154291,6547,4825,37496,62474,42949,663,3.9859194125602357,581,1938,34,670,1.2162571200572356,10.08,22450,0,22450,0
250938,3045,14485,224010,224010,1579,90,24108,0,2578,4009,226830,35936,2697,9086,23683,13831,0,180751,178054,703,106267,35012,8110,489,17461,45195,869,4.202452727811201,194,1412,35,0,1.3974206413019008,14.58,45160,5889,37496,0
78066,607,1818,71527,71527,447,85,6216,5686,200,1039,71850,375,724,714,5979,1907,0,46121,45397,897,36887,1738,5967,1142,12981,15059,-47,3.213352783526139,76,630,24,66,-0.2412344015654573,-2.99,22580,13098,9482,0
197241,2763,16642,166507,166507,879,0,5787,0,31,1886,191454,0,1585,0,17524,112,0,67233,65648,0,49872,0,5099,2915,34315,7543,-537,2.4831472103123353,141,1685,35,11533,-1.084492464594956,-34.06,82614,35277,38959,0
77816,399,25073,59560,59560,167,0,7912,0,0,1004,69904,405,675,1455,4053,2442,0,34003,33328,0,27182,1131,0,226,9028,16797,254,4.410340852955706,29,612,11,0,1.282091727605984,12.96,17794,249,17545,0
143240,971,5629,122457,122457,412,0,18963,20257,0,2475,124277,5356,949,3608,18259,5045,0,88684,87735,0,60601,8057,16995,831,23150,11568,1146,6.543857005780988,175,1092,24,0,3.3344729510522066,25.14,23890,1043,22794,0
229249,2421,35081,193594,193594,826,105,32957,0,0,3219,196292,33,3992,6333,18414,14163,0,178199,174207,0,145533,44,10024,2636,36355,96474,787,4.399169985270226,245,1536,44,0,1.3856182683292912,9.66,14511,0,14511,0
370488,7102,43244,331191,331191,2852,75,36727,0,0,5145,333761,0,3663,127,36857,6839,0,293464,289801,0,250417,44,29549,30882,124187,65755,134,2.6307411221091823,155,2186,45,0,0.1464004872732636,1.48,24907,0,19404,0
1310967,29602,161862,1196365,1196365,4082,565,103836,28600,5970,18128,1207131,3066,14797,3093,201934,14290,0,873483,858686,4703,635901,29941,86924,47022,343644,128370,5670,4.6691675711253575,3397,10802,283,0,1.7571356519569827,21.81,186787,34461,149011,0
33512,61,4566,24887,24887,4,21,8619,583,0,238,24893,247,128,395,2981,646,0,10731,10603,151,6706,0,461,0,654,5591,4,3.283404076191813,4,213,6,0,0.0479594742442636,0.19,17523,1122,15400,0
419131,6341,56916,372283,372283,465,-11,43079,0,0,3751,376052,0,809,701,6670,2391,0,178152,177343,0,169409,2356,37940,5973,74253,48887,1384,3.3870221699978997,403,1960,49,0,1.360286800352849,12.96,169107,0,169107,0
3234724,59810,18362,2872775,2872775,16052,502,285180,200000,43238,37663,2949544,286928,25634,329091,268117,365153,0,2104161,2078527,21117,1145433,309666,106541,69273,462023,197930,11215,2.911612041942923,12916,20155,468,4440,1.4091267183744343,15.95,750725,257111,423605,0
105998,643,16109,86607,86607,531,42,11302,0,0,1316,94696,6195,834,9181,4318,11961,0,67695,66861,0,45213,6074,1820,0,3056,34263,325,3.0992449291812663,67,394,13,86,1.2075051086754598,11.56,20877,14275,6602,0
296632,5580,29449,255078,255078,747,0,29062,1333,0,4147,267570,0,2668,943,14751,1088,0,197078,194410,0,182245,0,28923,19853,108495,24974,1448,4.887919291826752,242,2194,47,0,1.9632101468679135,20.27,56045,32660,23385,0
3550459,45195,119244,2871575,2871575,11058,127,401742,0,28537,40960,3148717,67595,23140,623,74974,3777,0,2157078,2133938,0,1804865,66347,6138,132209,1192556,407615,10735,3.5964261852829407,11406,23717,487,0,1.1800368218755852,10.58,1058195,216839,220300,0
111659,2566,10160,104912,104912,694,0,6249,0,0,1147,105410,1660,203,2392,8982,12641,0,54997,54794,1467,30241,4510,4855,0,5332,15544,3,1.7539189732024025,167,617,17,0,0.010559243958132597,0.19,37489,21500,15989,0
270520,1299,95118,237598,237598,1062,0,32376,0,0,5353,238144,19178,2758,164,25817,333,0,154837,152079,0,52354,3131,8282,0,21721,19220,3054,6.167688985191654,156,1398,26,317,4.111525464801626,36.67,11016,0,10960,0
